struct name,location,mirrorOf
AssetHolding,go-algorand-sdk/client/v2/common/models/asset_holding.go,
AssetHoldingDelta,go-algorand-sdk/types/statedelta.go,
AssetHoldingsResponse,go-algorand-sdk/client/v2/common/models/asset_holdings_response.go,
AssetParams,go-algorand-sdk/types/asset.go,
AssetParams,go-algorand-sdk/client/v2/common/models/asset_params.go,
AssetParamsDelta,go-algorand-sdk/types/statedelta.go,
AssetResourceRecord,go-algorand-sdk/types/statedelta.go,
AssetResponse,go-algorand-sdk/client/v2/common/models/asset_response.go,
AssetTransferTxnFields,go-algorand-sdk/types/transaction.go,
AssetsResponse,go-algorand-sdk/client/v2/common/models/assets_response.go,
AtomicTransactionComposer,go-algorand-sdk/transaction/atomicTransactionComposer.go,
BalanceRecord,go-algorand-sdk/types/statedelta.go,
BasicAccountTransactionSigner,go-algorand-sdk/transaction/transactionSigner.go,
Bid,go-algorand-sdk/types/auction.go,
Block,go-algorand-sdk/client/v2/algod/getBlock.go,
Block,go-algorand-sdk/client/v2/common/models/block.go,
Block,go-algorand-sdk/types/block.go,
BlockHashResponse,go-algorand-sdk/client/v2/common/models/block_hash_response.go,
BlockHeader,go-algorand-sdk/types/block.go,
BlockParams,go-algorand-sdk/client/v2/algod/getBlock.go,
BlockRaw,go-algorand-sdk/client/v2/algod/blockRaw.go,
BlockResponse,go-algorand-sdk/client/v2/common/models/block_response.go,
BlockRewards,go-algorand-sdk/client/v2/common/models/block_rewards.go,
BlockUpgradeState,go-algorand-sdk/client/v2/common/models/block_upgrade_state.go,
BlockUpgradeVote,go-algorand-sdk/client/v2/common/models/block_upgrade_vote.go,
Box,go-algorand-sdk/client/v2/common/models/box.go,
BoxDescriptor,go-algorand-sdk/client/v2/common/models/box_descriptor.go,
BoxReference,go-algorand-sdk/types/applications.go,
BoxesResponse,go-algorand-sdk/client/v2/common/models/boxes_response.go,
BuildVersion,go-algorand-sdk/client/v2/common/models/build_version.go,
Client,go-algorand-sdk/client/kmd/kmd.go,
Client,go-algorand-sdk/client/v2/common/common.go,
CompileResponse,go-algorand-sdk/client/v2/common/models/compile_response.go,
Contract,go-algorand-sdk/abi/interactions.go,
ContractNetworkInfo,go-algorand-sdk/abi/interactions.go,
CreateWalletRequest,go-algorand-sdk/client/kmd/requests.go,
CreateWalletResponse,go-algorand-sdk/client/kmd/responses.go,
DeleteKeyRequest,go-algorand-sdk/client/kmd/requests.go,
DeleteKeyResponse,go-algorand-sdk/client/kmd/responses.go,
DeleteMultisigRequest,go-algorand-sdk/client/kmd/requests.go,
DeleteMultisigResponse,go-algorand-sdk/client/kmd/responses.go,
DisassembleResponse,go-algorand-sdk/client/v2/common/models/disassemble_response.go,
DryrunRequest,go-algorand-sdk/client/v2/common/models/dryrun_request.go,
DryrunResponse,go-algorand-sdk/client/v2/common/models/dryrun_response.go,
DryrunResponse,go-algorand-sdk/transaction/dryrun.go,
DryrunSource,go-algorand-sdk/client/v2/common/models/dryrun_source.go,
DryrunState,go-algorand-sdk/client/v2/common/models/dryrun_state.go,
DryrunTxnResult,go-algorand-sdk/client/v2/common/models/dryrun_txn_result.go,
DryrunTxnResult,go-algorand-sdk/transaction/dryrun.go,
ErrorResponse,go-algorand-sdk/client/v2/common/models/error_response.go,
EvalDelta,go-algorand-sdk/types/block.go,
EvalDelta,go-algorand-sdk/client/v2/common/models/eval_delta.go,
EvalDeltaKeyValue,go-algorand-sdk/client/v2/common/models/eval_delta_key_value.go,
ExecuteResult,go-algorand-sdk/transaction/atomicTransactionComposer.go,
ExportKeyRequest,go-algorand-sdk/client/kmd/requests.go,
ExportKeyResponse,go-algorand-sdk/client/kmd/responses.go,
ExportMasterDerivationKeyRequest,go-algorand-sdk/client/kmd/requests.go,
ExportMasterDerivationKeyResponse,go-algorand-sdk/client/kmd/responses.go,
ExportMultisigRequest,go-algorand-sdk/client/kmd/requests.go,
ExportMultisigResponse,go-algorand-sdk/client/kmd/responses.go,
FalconSignatureStruct,go-algorand-sdk/types/stateproof.go,
FalconVerifier,go-algorand-sdk/types/stateproof.go,
GenerateKeyRequest,go-algorand-sdk/client/kmd/requests.go,
GenerateKeyResponse,go-algorand-sdk/client/kmd/responses.go,
Genesis,go-algorand-sdk/types/genesis.go,
GenesisAllocation,go-algorand-sdk/types/genesis.go,
GenesisBalances,go-algorand-sdk/types/genesis.go,
GetApplicationBoxByName,go-algorand-sdk/client/v2/algod/getApplicationBoxByName.go,
GetApplicationBoxByNameParams,go-algorand-sdk/client/v2/algod/getApplicationBoxByName.go,
GetApplicationBoxes,go-algorand-sdk/client/v2/algod/getApplicationBoxes.go,
GetApplicationBoxesParams,go-algorand-sdk/client/v2/algod/getApplicationBoxes.go,
GetApplicationByID,go-algorand-sdk/client/v2/algod/getApplicationByID.go,
GetAssetByID,go-algorand-sdk/client/v2/algod/getAssetByID.go,
GetBlockHash,go-algorand-sdk/client/v2/algod/getBlockHash.go,
GetBlockParams,go-algorand-sdk/client/v2/algod/blockRaw.go,
GetGenesis,go-algorand-sdk/client/v2/algod/getGenesis.go,
GetLightBlockHeaderProof,go-algorand-sdk/client/v2/algod/getLightBlockHeaderProof.go,
GetStateProof,go-algorand-sdk/client/v2/algod/getStateProof.go,
GetSyncRound,go-algorand-sdk/client/v2/algod/getSyncRound.go,
GetSyncRoundResponse,go-algorand-sdk/client/v2/common/models/get_sync_round_response.go,
GetTransactionProof,go-algorand-sdk/client/v2/algod/getTransactionProof.go,
GetTransactionProofParams,go-algorand-sdk/client/v2/algod/getTransactionProof.go,
GetWalletRequest,go-algorand-sdk/client/kmd/requests.go,
GetWalletResponse,go-algorand-sdk/client/kmd/responses.go,
HashFactory,go-algorand-sdk/client/v2/common/models/hash_factory.go,
HashFactory,go-algorand-sdk/types/stateproof.go,
Header,go-algorand-sdk/types/transaction.go,
Header,go-algorand-sdk/client/v2/common/common.go,
HealthCheck,go-algorand-sdk/client/v2/algod/healthCheck.go,
HealthCheck,go-algorand-sdk/client/v2/common/models/health_check.go,
HealthCheck,go-algorand-sdk/client/v2/indexer/makeHealthCheck.go,
ImportKeyRequest,go-algorand-sdk/client/kmd/requests.go,
ImportKeyResponse,go-algorand-sdk/client/kmd/responses.go,
ImportMultisigRequest,go-algorand-sdk/client/kmd/requests.go,
ImportMultisigResponse,go-algorand-sdk/client/kmd/responses.go,
IncludedTransactions,go-algorand-sdk/types/statedelta.go,
IndexerStateProofMessage,go-algorand-sdk/client/v2/common/models/indexer_state_proof_message.go,
InitWalletHandleRequest,go-algorand-sdk/client/kmd/requests.go,
InitWalletHandleResponse,go-algorand-sdk/client/kmd/responses.go,
Interface,go-algorand-sdk/abi/interactions.go,
KeyregTxnFields,go-algorand-sdk/types/transaction.go,
KvDelta,go-algorand-sdk/client/v2/common/models/kv_delta.go,
KvValueDelta,go-algorand-sdk/types/statedelta.go,
LedgerStateDelta,go-algorand-sdk/types/statedelta.go,
LightBlockHeader,go-algorand-sdk/types/lightBlockHeader.go,
LightBlockHeaderProof,go-algorand-sdk/client/v2/common/models/light_block_header_proof.go,
ListKeysRequest,go-algorand-sdk/client/kmd/requests.go,
ListKeysResponse,go-algorand-sdk/client/kmd/responses.go,
ListMultisigRequest,go-algorand-sdk/client/kmd/requests.go,
ListMultisigResponse,go-algorand-sdk/client/kmd/responses.go,
ListWalletsRequest,go-algorand-sdk/client/kmd/requests.go,
ListWalletsResponse,go-algorand-sdk/client/kmd/responses.go,
LogicSig,go-algorand-sdk/types/signature.go,
LogicSigAccount,go-algorand-sdk/crypto/account.go,
LogicSigAccountTransactionSigner,go-algorand-sdk/transaction/transactionSigner.go,
LookupAccountAppLocalStates,go-algorand-sdk/client/v2/indexer/lookupAccountAppLocalStates.go,
LookupAccountAppLocalStatesParams,go-algorand-sdk/client/v2/indexer/lookupAccountAppLocalStates.go,
LookupAccountAssets,go-algorand-sdk/client/v2/indexer/lookupAccountAssets.go,
LookupAccountAssetsParams,go-algorand-sdk/client/v2/indexer/lookupAccountAssets.go,
LookupAccountByID,go-algorand-sdk/client/v2/indexer/lookupAccountByID.go,
LookupAccountByIDParams,go-algorand-sdk/client/v2/indexer/lookupAccountByID.go,
LookupAccountCreatedApplications,go-algorand-sdk/client/v2/indexer/lookupAccountCreatedApplications.go,
LookupAccountCreatedApplicationsParams,go-algorand-sdk/client/v2/indexer/lookupAccountCreatedApplications.go,
LookupAccountCreatedAssets,go-algorand-sdk/client/v2/indexer/lookupAccountCreatedAssets.go,
LookupAccountCreatedAssetsParams,go-algorand-sdk/client/v2/indexer/lookupAccountCreatedAssets.go,
LookupAccountTransactions,go-algorand-sdk/client/v2/indexer/lookupAccountTransactions.go,
LookupAccountTransactionsParams,go-algorand-sdk/client/v2/indexer/lookupAccountTransactions.go,
LookupApplicationBoxByIDAndName,go-algorand-sdk/client/v2/indexer/lookupApplicationBoxByIDAndName.go,
LookupApplicationBoxByIDAndNameParams,go-algorand-sdk/client/v2/indexer/lookupApplicationBoxByIDAndName.go,
LookupApplicationByID,go-algorand-sdk/client/v2/indexer/lookupApplicationByID.go,
LookupApplicationByIDParams,go-algorand-sdk/client/v2/indexer/lookupApplicationByID.go,
LookupApplicationLogsByID,go-algorand-sdk/client/v2/indexer/lookupApplicationLogsByID.go,
LookupApplicationLogsByIDParams,go-algorand-sdk/client/v2/indexer/lookupApplicationLogsByID.go,
LookupAssetBalances,go-algorand-sdk/client/v2/indexer/lookupAssetBalances.go,
LookupAssetBalancesParams,go-algorand-sdk/client/v2/indexer/lookupAssetBalances.go,
LookupAssetByID,go-algorand-sdk/client/v2/indexer/lookupAssetByID.go,
LookupAssetByIDParams,go-algorand-sdk/client/v2/indexer/lookupAssetByID.go,
LookupAssetTransactions,go-algorand-sdk/client/v2/indexer/lookupAssetTransactions.go,
LookupAssetTransactionsParams,go-algorand-sdk/client/v2/indexer/lookupAssetTransactions.go,
LookupBlock,go-algorand-sdk/client/v2/indexer/lookupBlock.go,
LookupBlockParams,go-algorand-sdk/client/v2/indexer/lookupBlock.go,
LookupTransaction,go-algorand-sdk/client/v2/indexer/lookupTransaction.go,
MerkleArrayProof,go-algorand-sdk/client/v2/common/models/merkle_array_proof.go,
Message,go-algorand-sdk/types/stateproof.go,
Method,go-algorand-sdk/abi/interactions.go,
MiniAssetHolding,go-algorand-sdk/client/v2/common/models/mini_asset_holding.go,
ModifiedCreatable,go-algorand-sdk/types/statedelta.go,
MultiSigAccountTransactionSigner,go-algorand-sdk/transaction/transactionSigner.go,
MultisigAccount,go-algorand-sdk/crypto/account.go,
MultisigSig,go-algorand-sdk/types/signature.go,
MultisigSubsig,go-algorand-sdk/types/signature.go,
NodeStatusResponse,go-algorand-sdk/client/v2/common/models/node_status_response.go,
NoteField,go-algorand-sdk/types/auction.go,
Participant,go-algorand-sdk/types/stateproof.go,
ParticipationUpdates,go-algorand-sdk/client/v2/common/models/participation_updates.go,
ParticipationUpdates,go-algorand-sdk/types/block.go,
PaymentTxnFields,go-algorand-sdk/types/transaction.go,
PendingTransactionInformation,go-algorand-sdk/client/v2/algod/pendingTransactionInformation.go,
PendingTransactionInformationParams,go-algorand-sdk/client/v2/algod/pendingTransactionInformation.go,
PendingTransactionResponse,go-algorand-sdk/client/v2/common/models/pending_transaction_response.go,
PendingTransactions,go-algorand-sdk/client/v2/algod/getPendingTransactions.go,
PendingTransactionsByAddress,go-algorand-sdk/client/v2/algod/getPendingTransactionsByAddress.go,
PendingTransactionsByAddressParams,go-algorand-sdk/client/v2/algod/getPendingTransactionsByAddress.go,
PendingTransactionsParams,go-algorand-sdk/client/v2/algod/getPendingTransactions.go,
PendingTransactionsResponse,go-algorand-sdk/client/v2/common/models/pending_transactions_response.go,
PostTransactionsResponse,go-algorand-sdk/client/v2/common/models/post_transactions_response.go,
Proof,go-algorand-sdk/types/stateproof.go,
ReleaseWalletHandleRequest,go-algorand-sdk/client/kmd/requests.go,
ReleaseWalletHandleResponse,go-algorand-sdk/client/kmd/responses.go,
RenameWalletRequest,go-algorand-sdk/client/kmd/requests.go,
RenameWalletResponse,go-algorand-sdk/client/kmd/responses.go,
RenewWalletHandleRequest,go-algorand-sdk/client/kmd/requests.go,
RenewWalletHandleResponse,go-algorand-sdk/client/kmd/responses.go,
Return,go-algorand-sdk/abi/interactions.go,
Reveal,go-algorand-sdk/types/stateproof.go,
RewardsState,go-algorand-sdk/types/block.go,
SearchAccounts,go-algorand-sdk/client/v2/indexer/searchForAccounts.go,
SearchAccountsParams,go-algorand-sdk/client/v2/indexer/searchForAccounts.go,
SearchForApplicationBoxes,go-algorand-sdk/client/v2/indexer/searchForApplicationBoxes.go,
SearchForApplicationBoxesParams,go-algorand-sdk/client/v2/indexer/searchForApplicationBoxes.go,
SearchForApplications,go-algorand-sdk/client/v2/indexer/searchForApplications.go,
SearchForApplicationsParams,go-algorand-sdk/client/v2/indexer/searchForApplications.go,
SearchForAssets,go-algorand-sdk/client/v2/indexer/searchForAssets.go,
SearchForAssetsParams,go-algorand-sdk/client/v2/indexer/searchForAssets.go,
SearchForTransactions,go-algorand-sdk/client/v2/indexer/searchForTransactions.go,
SearchForTransactionsParams,go-algorand-sdk/client/v2/indexer/searchForTransactions.go,
SendRawTransaction,go-algorand-sdk/client/v2/algod/rawTransaction.go,
SetSyncRound,go-algorand-sdk/client/v2/algod/setSyncRound.go,
SignMultisigTransactionRequest,go-algorand-sdk/client/kmd/requests.go,
SignMultisigTransactionResponse,go-algorand-sdk/client/kmd/responses.go,
SignTransactionRequest,go-algorand-sdk/client/kmd/requests.go,
SignTransactionResponse,go-algorand-sdk/client/kmd/responses.go,
SignedBid,go-algorand-sdk/types/auction.go,
SignedTxn,go-algorand-sdk/types/transaction.go,
SignedTxnInBlock,go-algorand-sdk/types/block.go,
SignedTxnWithAD,go-algorand-sdk/types/block.go,
SingleLeafProof,go-algorand-sdk/types/stateproof.go,
SourceMap,go-algorand-sdk/logic/source_map.go,
StackPrinterConfig,go-algorand-sdk/transaction/dryrun.go,
StateProof,go-algorand-sdk/types/stateproof.go,
StateProof,go-algorand-sdk/client/v2/common/models/state_proof.go,
StateProofFields,go-algorand-sdk/client/v2/common/models/state_proof_fields.go,
StateProofMessage,go-algorand-sdk/client/v2/common/models/state_proof_message.go,
StateProofParticipant,go-algorand-sdk/client/v2/common/models/state_proof_participant.go,
StateProofReveal,go-algorand-sdk/client/v2/common/models/state_proof_reveal.go,
StateProofSigSlot,go-algorand-sdk/client/v2/common/models/state_proof_sig_slot.go,
StateProofSignature,go-algorand-sdk/client/v2/common/models/state_proof_signature.go,
StateProofTracking,go-algorand-sdk/client/v2/common/models/state_proof_tracking.go,
StateProofTrackingData,go-algorand-sdk/types/block.go,
StateProofTxnFields,go-algorand-sdk/types/stateproof.go,
StateProofVerifier,go-algorand-sdk/client/v2/common/models/state_proof_verifier.go,
StateSchema,go-algorand-sdk/client/v2/common/models/state_schema.go,
StateSchema,go-algorand-sdk/types/applications.go,
StateSchemas,go-algorand-sdk/types/statedelta.go,
Status,go-algorand-sdk/client/v2/algod/getStatus.go,
StatusAfterBlock,go-algorand-sdk/client/v2/algod/waitForBlock.go,
SuggestedParams,go-algorand-sdk/client/v2/algod/transactionParams.go,
SuggestedParams,go-algorand-sdk/types/transaction.go,
Supply,go-algorand-sdk/client/v2/algod/getSupply.go,
SupplyResponse,go-algorand-sdk/client/v2/common/models/supply_response.go,
TealCompile,go-algorand-sdk/client/v2/algod/tealCompile.go,
TealCompileParams,go-algorand-sdk/client/v2/algod/tealCompile.go,
TealDisassemble,go-algorand-sdk/client/v2/algod/tealDisassemble.go,
TealDryRun,go-algorand-sdk/client/v2/algod/dryrun.go,
TealDryrun,go-algorand-sdk/client/v2/algod/tealDryrun.go,
TealKeyValue,go-algorand-sdk/client/v2/common/models/teal_key_value.go,
TealValue,go-algorand-sdk/types/statedelta.go,
TealValue,go-algorand-sdk/client/v2/common/models/teal_value.go,
Transaction,go-algorand-sdk/types/transaction.go,
Transaction,go-algorand-sdk/client/v2/common/models/transaction.go,
TransactionApplication,go-algorand-sdk/client/v2/common/models/transaction_application.go,
TransactionAssetConfig,go-algorand-sdk/client/v2/common/models/transaction_asset_config.go,
TransactionAssetFreeze,go-algorand-sdk/client/v2/common/models/transaction_asset_freeze.go,
TransactionAssetTransfer,go-algorand-sdk/client/v2/common/models/transaction_asset_transfer.go,
TransactionKeyreg,go-algorand-sdk/client/v2/common/models/transaction_keyreg.go,
TransactionParametersResponse,go-algorand-sdk/client/v2/common/models/transaction_parameters_response.go,
TransactionPayment,go-algorand-sdk/client/v2/common/models/transaction_payment.go,
TransactionProofResponse,go-algorand-sdk/client/v2/common/models/transaction_proof_response.go,
TransactionResponse,go-algorand-sdk/client/v2/common/models/transaction_response.go,
TransactionSignature,go-algorand-sdk/client/v2/common/models/transaction_signature.go,
TransactionSignatureLogicsig,go-algorand-sdk/client/v2/common/models/transaction_signature_logicsig.go,
TransactionSignatureMultisig,go-algorand-sdk/client/v2/common/models/transaction_signature_multisig.go,
TransactionSignatureMultisigSubsignature,go-algorand-sdk/client/v2/common/models/transaction_signature_multisig_subsignature.go,
TransactionStateProof,go-algorand-sdk/client/v2/common/models/transaction_state_proof.go,
TransactionWithSigner,go-algorand-sdk/transaction/atomicTransactionComposer.go,
TransactionsResponse,go-algorand-sdk/client/v2/common/models/transactions_response.go,
TxGroup,go-algorand-sdk/types/transaction.go,
Txlease,go-algorand-sdk/types/statedelta.go,
TxnCommitments,go-algorand-sdk/types/block.go,
UnsetSyncRound,go-algorand-sdk/client/v2/algod/unsetSyncRound.go,
UpgradeState,go-algorand-sdk/types/block.go,
UpgradeVote,go-algorand-sdk/types/block.go,
ValueDelta,go-algorand-sdk/types/block.go,
Verifier,go-algorand-sdk/types/stateproof.go,
Version,go-algorand-sdk/client/v2/common/models/version.go,
Versions,go-algorand-sdk/client/v2/algod/getVersion.go,
VersionsRequest,go-algorand-sdk/client/kmd/requests.go,
VersionsResponse,go-algorand-sdk/client/kmd/responses.go,
VotingData,go-algorand-sdk/types/statedelta.go,
fields,go-algorand-sdk/types/genesis_test.go,
indexedScratchValue,go-algorand-sdk/transaction/dryrun.go,
object,go-algorand-sdk/encoding/json/json_test.go,
object,go-algorand-sdk/encoding/msgpack/msgpack_test.go,
sigslotCommit,go-algorand-sdk/types/stateproof.go,
subsetObject,go-algorand-sdk/encoding/msgpack/msgpack_test.go,
subsetObject,go-algorand-sdk/encoding/json/json_test.go,
transactionContext,go-algorand-sdk/transaction/atomicTransactionComposer.go,
txidresponse,go-algorand-sdk/test/responses_unit_test.go,
